"tramo_horario"|"cantidad"|"articulo"|"fecha"
"11"|"4"|"9"|"2020-10-05"
"11"|"1"|"8"|"2020-10-05"
"11"|"1"|"2"|"2020-10-05"
"11"|"1"|"11"|"2020-10-05"
"11"|"2"|"10"|"2020-10-05"
"22"|"1"|"13"|"2020-10-12"
"22"|"1"|"9"|"2020-10-12"
"24"|"1"|"9"|"2020-10-12"
"19"|"1"|"9"|"2020-10-13"
"19"|"1"|"15"|"2020-10-13"
"20"|"1"|"9"|"2020-10-13"
"13"|"4"|"15"|"2020-10-16"
"13"|"1"|"7"|"2020-10-16"
"13"|"1"|"11"|"2020-10-16"
"13"|"9"|"9"|"2020-10-16"
"13"|"3"|"13"|"2020-10-16"
"14"|"1"|"11"|"2020-10-16"
"14"|"3"|"9"|"2020-10-16"
"14"|"2"|"15"|"2020-10-16"
"14"|"1"|"7"|"2020-10-16"
"14"|"1"|"13"|"2020-10-16"
"14"|"1"|"3"|"2020-10-16"
"15"|"2"|"15"|"2020-10-16"
"15"|"1"|"16"|"2020-10-16"
"15"|"1"|"9"|"2020-10-16"
"16"|"2"|"15"|"2020-10-16"
"16"|"2"|"7"|"2020-10-16"
"16"|"1"|"16"|"2020-10-16"
"16"|"3"|"9"|"2020-10-16"
"17"|"2"|"15"|"2020-10-19"
"17"|"1"|"7"|"2020-10-19"
"17"|"3"|"9"|"2020-10-19"
"17"|"1"|"13"|"2020-10-19"
"18"|"1"|"5"|"2020-10-19"
"18"|"2"|"9"|"2020-10-19"
"19"|"1"|"13"|"2020-10-19"
"19"|"2"|"15"|"2020-10-19"
"19"|"1"|"11"|"2020-10-19"
"19"|"4"|"9"|"2020-10-19"
"20"|"1"|"14"|"2020-10-19"
"20"|"4"|"9"|"2020-10-19"
"21"|"1"|"15"|"2020-10-19"
"21"|"1"|"12"|"2020-10-19"
"21"|"1"|"6"|"2020-10-19"
"21"|"1"|"9"|"2020-10-19"
"22"|"1"|"15"|"2020-10-19"
"22"|"2"|"8"|"2020-10-19"
"22"|"1"|"14"|"2020-10-19"
"22"|"1"|"13"|"2020-10-19"
"23"|"2"|"10"|"2020-10-19"
"23"|"1"|"12"|"2020-10-19"
"23"|"2"|"14"|"2020-10-19"
"23"|"1"|"9"|"2020-10-19"
"24"|"1"|"4"|"2020-10-19"
"24"|"1"|"6"|"2020-10-19"
"24"|"1"|"9"|"2020-10-19"
"24"|"1"|"13"|"2020-10-19"
"1"|"1"|"8"|"2020-10-20"
"13"|"3"|"15"|"2020-10-20"
"13"|"1"|"8"|"2020-10-20"
"13"|"8"|"9"|"2020-10-20"
"13"|"1"|"5"|"2020-10-20"
"13"|"1"|"7"|"2020-10-20"
"13"|"3"|"13"|"2020-10-20"
"14"|"3"|"9"|"2020-10-20"
"15"|"3"|"9"|"2020-10-20"
"16"|"1"|"15"|"2020-10-20"
"16"|"4"|"9"|"2020-10-20"
"17"|"2"|"15"|"2020-10-20"
"17"|"2"|"9"|"2020-10-20"
"18"|"1"|"8"|"2020-10-20"
"19"|"1"|"15"|"2020-10-20"
"19"|"1"|"13"|"2020-10-20"
"19"|"1"|"9"|"2020-10-20"
"20"|"1"|"15"|"2020-10-20"
"20"|"1"|"8"|"2020-10-20"
"20"|"2"|"9"|"2020-10-20"
"21"|"2"|"15"|"2020-10-20"
"21"|"1"|"9"|"2020-10-20"
"21"|"1"|"14"|"2020-10-20"
"22"|"1"|"15"|"2020-10-20"
"22"|"3"|"8"|"2020-10-20"
"22"|"1"|"14"|"2020-10-20"
"22"|"1"|"9"|"2020-10-20"
"23"|"1"|"10"|"2020-10-20"
"23"|"3"|"12"|"2020-10-20"
"23"|"1"|"8"|"2020-10-20"
"23"|"2"|"14"|"2020-10-20"
"24"|"1"|"8"|"2020-10-20"
"24"|"1"|"14"|"2020-10-20"
"24"|"1"|"6"|"2020-10-20"
"1"|"1"|"12"|"2020-10-21"
"3"|"1"|"6"|"2020-10-21"
"5"|"1"|"2"|"2020-10-21"
"8"|"1"|"8"|"2020-10-21"
"8"|"1"|"14"|"2020-10-21"
"10"|"1"|"7"|"2020-10-21"
"10"|"1"|"15"|"2020-10-21"
"10"|"1"|"8"|"2020-10-21"
"13"|"3"|"15"|"2020-10-21"
"13"|"1"|"7"|"2020-10-21"
"13"|"1"|"8"|"2020-10-21"
"13"|"2"|"9"|"2020-10-21"
"13"|"1"|"13"|"2020-10-21"
"14"|"2"|"11"|"2020-10-21"
"14"|"1"|"15"|"2020-10-21"
"14"|"1"|"8"|"2020-10-21"
"14"|"1"|"6"|"2020-10-21"
"14"|"5"|"9"|"2020-10-21"
"14"|"1"|"11"|"2020-10-21"
"14"|"1"|"12"|"2020-10-21"
"14"|"1"|"13"|"2020-10-21"
"16"|"1"|"7"|"2020-10-21"
"17"|"2"|"15"|"2020-10-21"
"17"|"1"|"13"|"2020-10-21"
"17"|"2"|"9"|"2020-10-21"
"18"|"1"|"7"|"2020-10-21"
"18"|"5"|"9"|"2020-10-21"
"19"|"1"|"15"|"2020-10-21"
"19"|"1"|"7"|"2020-10-21"
"19"|"1"|"13"|"2020-10-21"
"20"|"1"|"15"|"2020-10-21"
"20"|"6"|"9"|"2020-10-21"
"20"|"1"|"13"|"2020-10-21"
"21"|"1"|"12"|"2020-10-21"
"21"|"1"|"7"|"2020-10-21"
"21"|"2"|"14"|"2020-10-21"
"21"|"2"|"9"|"2020-10-21"
"21"|"1"|"13"|"2020-10-21"
"22"|"1"|"8"|"2020-10-21"
"22"|"1"|"6"|"2020-10-21"
"22"|"3"|"9"|"2020-10-21"
"23"|"1"|"10"|"2020-10-21"
"23"|"3"|"14"|"2020-10-21"
"23"|"1"|"9"|"2020-10-21"
"24"|"1"|"8"|"2020-10-21"
"1"|"1"|"8"|"2020-10-22"
"2"|"1"|"15"|"2020-10-22"
"2"|"1"|"6"|"2020-10-22"
"3"|"1"|"13"|"2020-10-22"
"4"|"1"|"6"|"2020-10-22"
"9"|"1"|"9"|"2020-10-22"
"10"|"1"|"15"|"2020-10-22"
"10"|"1"|"11"|"2020-10-22"
"10"|"1"|"13"|"2020-10-22"
"10"|"3"|"9"|"2020-10-22"
"11"|"3"|"15"|"2020-10-22"
"11"|"1"|"11"|"2020-10-22"
"11"|"3"|"6"|"2020-10-22"
"11"|"6"|"9"|"2020-10-22"
"11"|"1"|"13"|"2020-10-22"
"12"|"2"|"15"|"2020-10-22"
"12"|"1"|"6"|"2020-10-22"
"12"|"2"|"13"|"2020-10-22"
"12"|"4"|"9"|"2020-10-22"
"13"|"1"|"9"|"2020-10-22"
"14"|"2"|"15"|"2020-10-22"
"14"|"1"|"12"|"2020-10-22"
"15"|"1"|"11"|"2020-10-22"
"15"|"1"|"7"|"2020-10-22"
"15"|"1"|"13"|"2020-10-22"
"15"|"2"|"9"|"2020-10-22"
"16"|"2"|"15"|"2020-10-22"
"16"|"2"|"9"|"2020-10-22"
"17"|"1"|"15"|"2020-10-22"
"17"|"1"|"11"|"2020-10-22"
"17"|"4"|"9"|"2020-10-22"
"18"|"2"|"15"|"2020-10-22"
"18"|"3"|"9"|"2020-10-22"
"18"|"2"|"7"|"2020-10-22"
"18"|"1"|"13"|"2020-10-22"
"19"|"5"|"9"|"2020-10-22"
"19"|"1"|"13"|"2020-10-22"
"20"|"1"|"13"|"2020-10-22"
"20"|"1"|"9"|"2020-10-22"
"21"|"5"|"15"|"2020-10-22"
"21"|"1"|"11"|"2020-10-22"
"21"|"1"|"9"|"2020-10-22"
"22"|"1"|"16"|"2020-10-22"
"22"|"1"|"8"|"2020-10-22"
"22"|"3"|"9"|"2020-10-22"
"23"|"1"|"10"|"2020-10-22"
"23"|"2"|"15"|"2020-10-22"
"23"|"2"|"8"|"2020-10-22"
"23"|"1"|"11"|"2020-10-22"
"23"|"4"|"9"|"2020-10-22"
"23"|"1"|"6"|"2020-10-22"
"23"|"1"|"12"|"2020-10-22"
"23"|"1"|"13"|"2020-10-22"
"24"|"1"|"10"|"2020-10-22"
"24"|"7"|"15"|"2020-10-22"
"24"|"2"|"6"|"2020-10-22"
"24"|"2"|"13"|"2020-10-22"
"24"|"4"|"8"|"2020-10-22"
"24"|"1"|"11"|"2020-10-22"
"24"|"10"|"9"|"2020-10-22"
"24"|"2"|"12"|"2020-10-22"
"24"|"1"|"7"|"2020-10-22"
"1"|"1"|"6"|"2020-10-23"
"6"|"1"|"8"|"2020-10-23"
"9"|"1"|"9"|"2020-10-23"
"10"|"1"|"10"|"2020-10-23"
"10"|"3"|"15"|"2020-10-23"
"10"|"2"|"9"|"2020-10-23"
"10"|"1"|"13"|"2020-10-23"
"11"|"3"|"15"|"2020-10-23"
"11"|"1"|"11"|"2020-10-23"
"11"|"1"|"6"|"2020-10-23"
"11"|"4"|"9"|"2020-10-23"
"11"|"1"|"7"|"2020-10-23"
"11"|"2"|"13"|"2020-10-23"
"11"|"1"|"16"|"2020-10-23"
"12"|"1"|"15"|"2020-10-23"
"12"|"2"|"9"|"2020-10-23"
"13"|"1"|"14"|"2020-10-23"
"13"|"2"|"9"|"2020-10-23"
"14"|"1"|"8"|"2020-10-23"
"14"|"1"|"15"|"2020-10-23"
"15"|"2"|"15"|"2020-10-23"
"15"|"2"|"9"|"2020-10-23"
"15"|"1"|"13"|"2020-10-23"
"16"|"2"|"9"|"2020-10-23"
"16"|"1"|"15"|"2020-10-23"
"17"|"1"|"9"|"2020-10-23"
"18"|"3"|"15"|"2020-10-23"
"18"|"6"|"9"|"2020-10-23"
"18"|"1"|"1"|"2020-10-23"
"18"|"3"|"7"|"2020-10-23"
"18"|"1"|"13"|"2020-10-23"
"19"|"1"|"15"|"2020-10-23"
"19"|"1"|"16"|"2020-10-23"
"19"|"1"|"11"|"2020-10-23"
"19"|"3"|"9"|"2020-10-23"
"20"|"2"|"15"|"2020-10-23"
"20"|"4"|"9"|"2020-10-23"
"21"|"1"|"7"|"2020-10-23"
"21"|"1"|"9"|"2020-10-23"
"22"|"1"|"14"|"2020-10-23"
"22"|"3"|"9"|"2020-10-23"
"23"|"2"|"10"|"2020-10-23"
"23"|"1"|"15"|"2020-10-23"
"23"|"1"|"16"|"2020-10-23"
"23"|"1"|"8"|"2020-10-23"
"23"|"1"|"6"|"2020-10-23"
"23"|"1"|"5"|"2020-10-23"
"23"|"1"|"16"|"2020-10-23"
"23"|"1"|"12"|"2020-10-23"
"23"|"1"|"7"|"2020-10-23"
"23"|"1"|"16"|"2020-10-23"
"24"|"1"|"8"|"2020-10-23"
"24"|"1"|"7"|"2020-10-23"
"24"|"1"|"14"|"2020-10-23"
"24"|"1"|"1"|"2020-10-23"
"1"|"1"|"15"|"2020-10-24"
"2"|"1"|"8"|"2020-10-24"
"3"|"1"|"12"|"2020-10-24"
"3"|"1"|"6"|"2020-10-24"
"8"|"1"|"9"|"2020-10-24"
"9"|"1"|"9"|"2020-10-24"
"10"|"2"|"7"|"2020-10-24"
"10"|"3"|"9"|"2020-10-24"
"11"|"1"|"13"|"2020-10-24"
"12"|"1"|"9"|"2020-10-24"
"13"|"2"|"15"|"2020-10-24"
"13"|"1"|"13"|"2020-10-24"
"13"|"1"|"8"|"2020-10-24"
"13"|"5"|"9"|"2020-10-24"
"13"|"1"|"11"|"2020-10-24"
"13"|"2"|"7"|"2020-10-24"
"14"|"1"|"11"|"2020-10-24"
"15"|"1"|"8"|"2020-10-24"
"15"|"2"|"9"|"2020-10-24"
"16"|"3"|"15"|"2020-10-24"
"17"|"1"|"6"|"2020-10-24"
"17"|"1"|"16"|"2020-10-24"
"17"|"1"|"14"|"2020-10-24"
"17"|"1"|"9"|"2020-10-24"
"17"|"2"|"7"|"2020-10-24"
"18"|"1"|"15"|"2020-10-24"
"18"|"1"|"11"|"2020-10-24"
"18"|"1"|"8"|"2020-10-24"
"18"|"1"|"9"|"2020-10-24"
"18"|"2"|"7"|"2020-10-24"
"19"|"2"|"7"|"2020-10-24"
"19"|"1"|"9"|"2020-10-24"
"20"|"1"|"10"|"2020-10-24"
"20"|"1"|"15"|"2020-10-24"
"20"|"1"|"16"|"2020-10-24"
"21"|"1"|"6"|"2020-10-24"
"21"|"2"|"9"|"2020-10-24"
"22"|"1"|"10"|"2020-10-24"
"22"|"3"|"16"|"2020-10-24"
"22"|"2"|"8"|"2020-10-24"
"22"|"2"|"6"|"2020-10-24"
"22"|"3"|"12"|"2020-10-24"
"22"|"1"|"16"|"2020-10-24"
"22"|"2"|"14"|"2020-10-24"
"23"|"4"|"8"|"2020-10-24"
"23"|"1"|"16"|"2020-10-24"
"23"|"1"|"6"|"2020-10-24"
"23"|"2"|"14"|"2020-10-24"
"24"|"1"|"8"|"2020-10-24"
"24"|"1"|"16"|"2020-10-24"
"24"|"1"|"12"|"2020-10-24"
"24"|"1"|"14"|"2020-10-24"
"1"|"1"|"8"|"2020-10-25"
"3"|"1"|"8"|"2020-10-25"
"5"|"1"|"14"|"2020-10-25"
"8"|"1"|"14"|"2020-10-25"
"10"|"1"|"9"|"2020-10-25"
"11"|"1"|"9"|"2020-10-25"
"12"|"1"|"10"|"2020-10-25"
"14"|"1"|"15"|"2020-10-25"
"14"|"1"|"9"|"2020-10-25"
"15"|"1"|"8"|"2020-10-25"
"17"|"1"|"12"|"2020-10-25"
"17"|"1"|"7"|"2020-10-25"
"17"|"1"|"14"|"2020-10-25"
"17"|"1"|"13"|"2020-10-25"
"17"|"1"|"9"|"2020-10-25"
"18"|"2"|"9"|"2020-10-25"
"19"|"2"|"15"|"2020-10-25"
"19"|"1"|"13"|"2020-10-25"
"19"|"1"|"9"|"2020-10-25"
"20"|"2"|"9"|"2020-10-25"
"21"|"1"|"7"|"2020-10-25"
"21"|"1"|"9"|"2020-10-25"
"22"|"1"|"12"|"2020-10-25"
"22"|"1"|"16"|"2020-10-25"
"22"|"1"|"8"|"2020-10-25"
"22"|"1"|"9"|"2020-10-25"
"23"|"1"|"12"|"2020-10-25"
"24"|"1"|"8"|"2020-10-25"
"24"|"1"|"14"|"2020-10-25"
"2"|"1"|"15"|"2020-10-26"
"2"|"1"|"9"|"2020-10-26"
"4"|"1"|"8"|"2020-10-26"
"5"|"1"|"14"|"2020-10-26"
"9"|"1"|"14"|"2020-10-26"
"9"|"1"|"9"|"2020-10-26"
"10"|"1"|"8"|"2020-10-26"
"10"|"1"|"9"|"2020-10-26"
"11"|"1"|"9"|"2020-10-26"
"12"|"1"|"15"|"2020-10-26"
"12"|"1"|"9"|"2020-10-26"
"13"|"1"|"11"|"2020-10-26"
"13"|"1"|"15"|"2020-10-26"
"13"|"2"|"9"|"2020-10-26"
"14"|"1"|"15"|"2020-10-26"
"14"|"1"|"9"|"2020-10-26"
"14"|"2"|"13"|"2020-10-26"
"15"|"1"|"14"|"2020-10-26"
"15"|"1"|"9"|"2020-10-26"
"15"|"2"|"15"|"2020-10-26"
"16"|"1"|"10"|"2020-10-26"
"17"|"1"|"11"|"2020-10-26"
"17"|"1"|"15"|"2020-10-26"
"17"|"2"|"7"|"2020-10-26"
"17"|"1"|"9"|"2020-10-26"
"18"|"1"|"13"|"2020-10-26"
"18"|"1"|"9"|"2020-10-26"
"19"|"1"|"15"|"2020-10-26"
"19"|"1"|"9"|"2020-10-26"
"20"|"2"|"15"|"2020-10-26"
"20"|"1"|"12"|"2020-10-26"
"20"|"1"|"7"|"2020-10-26"
"20"|"3"|"8"|"2020-10-26"
"20"|"1"|"13"|"2020-10-26"
"20"|"3"|"9"|"2020-10-26"
"21"|"1"|"10"|"2020-10-26"
"21"|"2"|"15"|"2020-10-26"
"21"|"1"|"8"|"2020-10-26"
"21"|"1"|"9"|"2020-10-26"
"22"|"2"|"15"|"2020-10-26"
"22"|"1"|"8"|"2020-10-26"
"22"|"1"|"6"|"2020-10-26"
"22"|"1"|"9"|"2020-10-26"
"22"|"3"|"12"|"2020-10-26"
"22"|"2"|"14"|"2020-10-26"
"23"|"1"|"8"|"2020-10-26"
"23"|"1"|"14"|"2020-10-26"
"24"|"2"|"8"|"2020-10-26"
"24"|"1"|"15"|"2020-10-26"
"2"|"1"|"8"|"2020-10-27"
"4"|"1"|"8"|"2020-10-27"
"9"|"1"|"15"|"2020-10-27"
"9"|"1"|"8"|"2020-10-27"
"9"|"1"|"9"|"2020-10-27"
"9"|"1"|"13"|"2020-10-27"
"10"|"1"|"15"|"2020-10-27"
"10"|"2"|"9"|"2020-10-27"
"11"|"2"|"15"|"2020-10-27"
"12"|"1"|"8"|"2020-10-27"
"12"|"1"|"13"|"2020-10-27"
"12"|"1"|"9"|"2020-10-27"
"13"|"1"|"7"|"2020-10-27"
"13"|"1"|"8"|"2020-10-27"
"13"|"1"|"9"|"2020-10-27"
"14"|"1"|"11"|"2020-10-27"
"14"|"4"|"9"|"2020-10-27"
"15"|"1"|"10"|"2020-10-27"
"15"|"2"|"15"|"2020-10-27"
"15"|"1"|"14"|"2020-10-27"
"15"|"2"|"9"|"2020-10-27"
"16"|"2"|"15"|"2020-10-27"
"16"|"1"|"13"|"2020-10-27"
"16"|"1"|"9"|"2020-10-27"
"17"|"1"|"15"|"2020-10-27"
"17"|"3"|"9"|"2020-10-27"
"18"|"1"|"15"|"2020-10-27"
"18"|"1"|"7"|"2020-10-27"
"18"|"3"|"9"|"2020-10-27"
"19"|"1"|"15"|"2020-10-27"
"19"|"4"|"9"|"2020-10-27"
"19"|"1"|"13"|"2020-10-27"
"20"|"1"|"15"|"2020-10-27"
"20"|"1"|"12"|"2020-10-27"
"20"|"1"|"14"|"2020-10-27"
"20"|"3"|"9"|"2020-10-27"
"21"|"1"|"12"|"2020-10-27"
"21"|"1"|"8"|"2020-10-27"
"21"|"3"|"9"|"2020-10-27"
"21"|"2"|"7"|"2020-10-27"
"22"|"1"|"10"|"2020-10-27"
"22"|"1"|"12"|"2020-10-27"
"22"|"1"|"6"|"2020-10-27"
"22"|"2"|"9"|"2020-10-27"
"23"|"1"|"12"|"2020-10-27"
"23"|"2"|"6"|"2020-10-27"
"23"|"1"|"14"|"2020-10-27"
"24"|"1"|"15"|"2020-10-27"
"24"|"1"|"5"|"2020-10-27"
"1"|"1"|"8"|"2020-10-28"
"1"|"1"|"6"|"2020-10-28"
"10"|"1"|"9"|"2020-10-28"
"14"|"4"|"15"|"2020-10-28"
"14"|"8"|"9"|"2020-10-28"
"14"|"1"|"2"|"2020-10-28"
"14"|"1"|"7"|"2020-10-28"
"14"|"2"|"13"|"2020-10-28"
"15"|"2"|"15"|"2020-10-28"
"15"|"3"|"9"|"2020-10-28"
"15"|"1"|"14"|"2020-10-28"
"15"|"2"|"13"|"2020-10-28"
"16"|"2"|"9"|"2020-10-28"
"16"|"1"|"13"|"2020-10-28"
"17"|"1"|"15"|"2020-10-28"
"17"|"1"|"8"|"2020-10-28"
"17"|"3"|"9"|"2020-10-28"
"17"|"1"|"13"|"2020-10-28"
"18"|"2"|"9"|"2020-10-28"
"19"|"1"|"8"|"2020-10-28"
"19"|"2"|"15"|"2020-10-28"
"19"|"9"|"9"|"2020-10-28"
"19"|"1"|"13"|"2020-10-28"
"20"|"2"|"15"|"2020-10-28"
"20"|"1"|"7"|"2020-10-28"
"20"|"1"|"14"|"2020-10-28"
"20"|"2"|"9"|"2020-10-28"
"21"|"1"|"10"|"2020-10-28"
"21"|"1"|"8"|"2020-10-28"
"21"|"1"|"14"|"2020-10-28"
"21"|"2"|"9"|"2020-10-28"
"22"|"2"|"1"|"2020-10-28"
"22"|"2"|"12"|"2020-10-28"
"22"|"1"|"8"|"2020-10-28"
"23"|"1"|"10"|"2020-10-28"
"23"|"1"|"6"|"2020-10-28"
"23"|"1"|"12"|"2020-10-28"
"1"|"1"|"8"|"2020-10-29"
"3"|"1"|"14"|"2020-10-29"
"8"|"1"|"9"|"2020-10-29"
"8"|"1"|"13"|"2020-10-29"
"10"|"1"|"15"|"2020-10-29"
"10"|"1"|"9"|"2020-10-29"
"11"|"1"|"15"|"2020-10-29"
"11"|"1"|"11"|"2020-10-29"
"11"|"3"|"9"|"2020-10-29"
"12"|"1"|"7"|"2020-10-29"
"13"|"1"|"13"|"2020-10-29"
"14"|"1"|"8"|"2020-10-29"
"14"|"1"|"15"|"2020-10-29"
"14"|"2"|"9"|"2020-10-29"
"15"|"1"|"15"|"2020-10-29"
"16"|"2"|"15"|"2020-10-29"
"16"|"2"|"11"|"2020-10-29"
"16"|"1"|"13"|"2020-10-29"
"16"|"1"|"9"|"2020-10-29"
"17"|"2"|"15"|"2020-10-29"
"17"|"4"|"9"|"2020-10-29"
"18"|"2"|"15"|"2020-10-29"
"18"|"1"|"13"|"2020-10-29"
"18"|"4"|"9"|"2020-10-29"
"19"|"2"|"15"|"2020-10-29"
"19"|"2"|"11"|"2020-10-29"
"19"|"2"|"13"|"2020-10-29"
"19"|"1"|"9"|"2020-10-29"
"20"|"1"|"15"|"2020-10-29"
"20"|"1"|"7"|"2020-10-29"
"20"|"1"|"9"|"2020-10-29"
"21"|"1"|"11"|"2020-10-29"
"21"|"1"|"8"|"2020-10-29"
"21"|"1"|"9"|"2020-10-29"
"22"|"1"|"8"|"2020-10-29"
"22"|"2"|"14"|"2020-10-29"
"22"|"2"|"9"|"2020-10-29"
"22"|"1"|"6"|"2020-10-29"
"23"|"1"|"10"|"2020-10-29"
"23"|"3"|"8"|"2020-10-29"
"23"|"2"|"6"|"2020-10-29"
"24"|"1"|"10"|"2020-10-29"
"24"|"2"|"12"|"2020-10-29"
"24"|"1"|"8"|"2020-10-29"
"1"|"1"|"9"|"2020-10-30"
"4"|"1"|"6"|"2020-10-30"
"9"|"2"|"9"|"2020-10-30"
"9"|"1"|"13"|"2020-10-30"
"10"|"1"|"16"|"2020-10-30"
"10"|"1"|"14"|"2020-10-30"
"10"|"5"|"9"|"2020-10-30"
"10"|"2"|"13"|"2020-10-30"
"11"|"2"|"15"|"2020-10-30"
"11"|"1"|"11"|"2020-10-30"
"11"|"1"|"13"|"2020-10-30"
"11"|"1"|"9"|"2020-10-30"
"12"|"2"|"6"|"2020-10-30"
"12"|"1"|"9"|"2020-10-30"
"13"|"1"|"15"|"2020-10-30"
"13"|"2"|"9"|"2020-10-30"
"14"|"1"|"14"|"2020-10-30"
"14"|"4"|"9"|"2020-10-30"
"15"|"1"|"15"|"2020-10-30"
"15"|"1"|"7"|"2020-10-30"
"15"|"3"|"9"|"2020-10-30"
"16"|"1"|"7"|"2020-10-30"
"16"|"5"|"9"|"2020-10-30"
"17"|"2"|"15"|"2020-10-30"
"17"|"2"|"8"|"2020-10-30"
"17"|"1"|"9"|"2020-10-30"
"17"|"1"|"13"|"2020-10-30"
"18"|"4"|"15"|"2020-10-30"
"18"|"1"|"8"|"2020-10-30"
"18"|"1"|"11"|"2020-10-30"
"18"|"4"|"9"|"2020-10-30"
"18"|"5"|"13"|"2020-10-30"
"19"|"1"|"9"|"2020-10-30"
"20"|"1"|"8"|"2020-10-30"
"20"|"3"|"9"|"2020-10-30"
"21"|"1"|"15"|"2020-10-30"
"21"|"3"|"8"|"2020-10-30"
"21"|"2"|"14"|"2020-10-30"
"21"|"3"|"9"|"2020-10-30"
"22"|"1"|"10"|"2020-10-30"
"22"|"2"|"6"|"2020-10-30"
"22"|"1"|"8"|"2020-10-30"
"22"|"1"|"12"|"2020-10-30"
"22"|"1"|"14"|"2020-10-30"
"23"|"1"|"10"|"2020-10-30"
"23"|"3"|"8"|"2020-10-30"
"23"|"3"|"6"|"2020-10-30"
"23"|"1"|"16"|"2020-10-30"
"23"|"3"|"12"|"2020-10-30"
"23"|"3"|"14"|"2020-10-30"
"23"|"2"|"16"|"2020-10-30"
"24"|"1"|"5"|"2020-10-30"
"1"|"1"|"8"|"2020-10-31"
"2"|"1"|"9"|"2020-10-31"
"8"|"1"|"9"|"2020-10-31"
"9"|"1"|"15"|"2020-10-31"
"9"|"2"|"9"|"2020-10-31"
"10"|"1"|"15"|"2020-10-31"
"12"|"1"|"9"|"2020-10-31"
"12"|"1"|"8"|"2020-10-31"
"12"|"2"|"2"|"2020-10-31"
"13"|"2"|"15"|"2020-10-31"
"13"|"1"|"8"|"2020-10-31"
"13"|"2"|"9"|"2020-10-31"
"13"|"1"|"2"|"2020-10-31"
"13"|"1"|"1"|"2020-10-31"
"14"|"1"|"9"|"2020-10-31"
"15"|"1"|"13"|"2020-10-31"
"15"|"1"|"9"|"2020-10-31"
"16"|"1"|"16"|"2020-10-31"
"16"|"1"|"8"|"2020-10-31"
"16"|"1"|"9"|"2020-10-31"
"16"|"1"|"11"|"2020-10-31"
"16"|"1"|"7"|"2020-10-31"
"17"|"1"|"7"|"2020-10-31"
"17"|"1"|"13"|"2020-10-31"
"17"|"1"|"9"|"2020-10-31"
"18"|"2"|"15"|"2020-10-31"
"18"|"1"|"7"|"2020-10-31"
"18"|"1"|"9"|"2020-10-31"
"19"|"1"|"8"|"2020-10-31"
"19"|"3"|"9"|"2020-10-31"
"20"|"1"|"15"|"2020-10-31"
"21"|"1"|"10"|"2020-10-31"
"21"|"1"|"12"|"2020-10-31"
"21"|"1"|"16"|"2020-10-31"
"21"|"1"|"14"|"2020-10-31"
"21"|"2"|"9"|"2020-10-31"
"22"|"1"|"10"|"2020-10-31"
"22"|"1"|"8"|"2020-10-31"
"22"|"1"|"6"|"2020-10-31"
"22"|"1"|"16"|"2020-10-31"
"22"|"1"|"12"|"2020-10-31"
"22"|"3"|"14"|"2020-10-31"
"23"|"5"|"8"|"2020-10-31"
"23"|"4"|"6"|"2020-10-31"
"23"|"1"|"12"|"2020-10-31"
"23"|"2"|"14"|"2020-10-31"
"23"|"3"|"16"|"2020-10-31"
"24"|"3"|"8"|"2020-10-31"
"24"|"1"|"12"|"2020-10-31"
"7"|"3"|"8"|"2020-11-01"
"9"|"1"|"8"|"2020-11-01"
"9"|"4"|"5"|"2020-11-01"
"11"|"1"|"14"|"2020-11-01"
"11"|"1"|"6"|"2020-11-01"
"13"|"1"|"8"|"2020-11-01"
"14"|"1"|"11"|"2020-11-01"
"14"|"2"|"9"|"2020-11-01"
"14"|"1"|"14"|"2020-11-01"
"15"|"1"|"8"|"2020-11-01"
"15"|"1"|"9"|"2020-11-01"
"15"|"1"|"2"|"2020-11-01"
"16"|"2"|"15"|"2020-11-01"
"16"|"1"|"7"|"2020-11-01"
"16"|"1"|"9"|"2020-11-01"
"16"|"1"|"13"|"2020-11-01"
"18"|"2"|"15"|"2020-11-01"
"18"|"2"|"7"|"2020-11-01"
"18"|"1"|"9"|"2020-11-01"
"19"|"1"|"15"|"2020-11-01"
"19"|"1"|"4"|"2020-11-01"
"19"|"1"|"11"|"2020-11-01"
"19"|"1"|"13"|"2020-11-01"
"20"|"1"|"13"|"2020-11-01"
"22"|"1"|"8"|"2020-11-01"
"22"|"1"|"6"|"2020-11-01"
"23"|"1"|"14"|"2020-11-01"
"24"|"1"|"12"|"2020-11-01"
"24"|"1"|"8"|"2020-11-01"
"24"|"1"|"6"|"2020-11-01"
"3"|"1"|"8"|"2020-11-02"
"7"|"1"|"8"|"2020-11-02"
"9"|"1"|"8"|"2020-11-02"
"9"|"1"|"14"|"2020-11-02"
"9"|"1"|"7"|"2020-11-02"
"9"|"1"|"11"|"2020-11-02"
"11"|"1"|"8"|"2020-11-02"
"11"|"1"|"9"|"2020-11-02"
"12"|"2"|"15"|"2020-11-02"
"12"|"1"|"13"|"2020-11-02"
"12"|"1"|"8"|"2020-11-02"
"12"|"1"|"9"|"2020-11-02"
"13"|"1"|"15"|"2020-11-02"
"13"|"1"|"11"|"2020-11-02"
"13"|"1"|"6"|"2020-11-02"
"13"|"1"|"9"|"2020-11-02"
"13"|"1"|"13"|"2020-11-02"
"14"|"2"|"9"|"2020-11-02"
"14"|"1"|"14"|"2020-11-02"
"15"|"1"|"15"|"2020-11-02"
"15"|"1"|"9"|"2020-11-02"
